frame_index,mae,psnr,ssim
2.420000000000000000e+02,5.000000000000000000e+00,5.117706626877196641e+01,9.974974425038892756e-01
2.430000000000000000e+02,5.000000000000000000e+00,5.113485342926024657e+01,9.974951417339776860e-01
2.440000000000000000e+02,4.000000000000000000e+00,5.116429898178397195e+01,9.975501487976430326e-01
2.450000000000000000e+02,4.000000000000000000e+00,5.116834939246946590e+01,9.975665875685301165e-01
2.460000000000000000e+02,4.000000000000000000e+00,5.118225290730925536e+01,9.975996792035553007e-01
2.470000000000000000e+02,4.000000000000000000e+00,5.114076085907932168e+01,9.975938112761891796e-01
2.480000000000000000e+02,3.000000000000000000e+00,5.116929790669446731e+01,9.976456061690799348e-01
2.490000000000000000e+02,3.000000000000000000e+00,5.113665049219559933e+01,9.976158693649413989e-01
2.500000000000000000e+02,2.000000000000000000e+00,5.117093673754105509e+01,9.976418786195850874e-01
2.510000000000000000e+02,3.000000000000000000e+00,5.115311535286997469e+01,9.976251616606153227e-01
2.520000000000000000e+02,3.000000000000000000e+00,5.116128517058420755e+01,9.976501130728440137e-01
2.530000000000000000e+02,2.000000000000000000e+00,5.113006489366188134e+01,9.976322819487628557e-01
2.540000000000000000e+02,3.000000000000000000e+00,5.116740108535803699e+01,9.976370978159256886e-01
2.550000000000000000e+02,3.000000000000000000e+00,5.114993757775258132e+01,9.976171946867508078e-01
2.560000000000000000e+02,3.000000000000000000e+00,5.118095566684985442e+01,9.976207932847718229e-01
2.570000000000000000e+02,3.000000000000000000e+00,5.114624740675765935e+01,9.976198421783801784e-01
2.580000000000000000e+02,3.000000000000000000e+00,5.113819142392497241e+01,9.976056946283348159e-01
2.590000000000000000e+02,3.000000000000000000e+00,5.113673608517186153e+01,9.976092269228814535e-01
2.600000000000000000e+02,3.000000000000000000e+00,5.117248988479480687e+01,9.976086757653479520e-01
2.610000000000000000e+02,3.000000000000000000e+00,5.116404057314326081e+01,9.976081809386376786e-01
2.620000000000000000e+02,3.000000000000000000e+00,5.114942248190089913e+01,9.975914390047291302e-01
2.630000000000000000e+02,3.000000000000000000e+00,5.117119555684718080e+01,9.976100201696899150e-01
2.640000000000000000e+02,3.000000000000000000e+00,5.117378459860601936e+01,9.976075844670190262e-01
2.650000000000000000e+02,3.000000000000000000e+00,5.115818743088985343e+01,9.975995803886090751e-01
2.660000000000000000e+02,3.000000000000000000e+00,5.117490699620771011e+01,9.975876810451979049e-01
2.670000000000000000e+02,3.000000000000000000e+00,5.114659054623708556e+01,9.975723181727934596e-01
2.680000000000000000e+02,3.000000000000000000e+00,5.116584975659747414e+01,9.975751941102058984e-01
2.690000000000000000e+02,2.000000000000000000e+00,5.116197385734955816e+01,9.975871455273933597e-01
2.700000000000000000e+02,2.000000000000000000e+00,5.116748728653941214e+01,9.975919896838912893e-01
2.710000000000000000e+02,2.000000000000000000e+00,5.115156911777752669e+01,9.975804610287303253e-01
2.720000000000000000e+02,3.000000000000000000e+00,5.113879082283822441e+01,9.975468516089741611e-01
2.730000000000000000e+02,2.000000000000000000e+00,5.116964287232625708e+01,9.975656019907408467e-01
2.740000000000000000e+02,2.000000000000000000e+00,5.112383061231977166e+01,9.975535032645020950e-01
2.750000000000000000e+02,2.000000000000000000e+00,5.114693371283037493e+01,9.975614298681892977e-01
2.760000000000000000e+02,1.000000000000000000e+00,5.116619444843613707e+01,9.975659533820978586e-01
2.770000000000000000e+02,2.000000000000000000e+00,5.115801539900949280e+01,9.975553852473356686e-01
2.780000000000000000e+02,2.000000000000000000e+00,5.116025234516011722e+01,9.975599640033216975e-01
2.790000000000000000e+02,3.000000000000000000e+00,5.116498814667121309e+01,9.975439320805068455e-01
2.800000000000000000e+02,2.000000000000000000e+00,5.115612349794558611e+01,9.975393148335186533e-01
2.810000000000000000e+02,2.000000000000000000e+00,5.115749934425160461e+01,9.975550023476492667e-01
2.820000000000000000e+02,3.000000000000000000e+00,5.115646741866157043e+01,9.975460551364049300e-01
2.830000000000000000e+02,3.000000000000000000e+00,5.114787756080274050e+01,9.975219188665851444e-01
2.840000000000000000e+02,2.000000000000000000e+00,5.117085046786655056e+01,9.975322336127677714e-01
2.850000000000000000e+02,3.000000000000000000e+00,5.113776333248764416e+01,9.975135807484457606e-01
2.860000000000000000e+02,3.000000000000000000e+00,5.116662535170963366e+01,9.975357091699694756e-01
2.870000000000000000e+02,3.000000000000000000e+00,5.116154341532342897e+01,9.975239907615612855e-01
2.880000000000000000e+02,3.000000000000000000e+00,5.116326543946138372e+01,9.975233307136380789e-01
